¾®ºÅ	Éî¶È	TVD	GR	_RT	_SP	_AC
LT2	159.875	159.875	89.956	20.515	53.097	500.666
LT2	160	160	90.456	20.456	53.072	501.059
LT2	160.125	160.125	90.626	20.296	53.039	501.964
LT2	160.25	160.25	90.082	20.052	52.997	502.85
LT2	160.375	160.375	89.4	19.785	52.946	503.572
LT2	160.5	160.5	88.721	19.542	52.889	504.166
LT2	160.625	160.625	87.515	19.447	52.825	504.316
LT2	160.75	160.75	86.397	19.562	52.754	504.502
LT2	160.875	160.875	86.579	19.803	52.679	505.515
LT2	161	161	87.881	20.031	52.599	507.723
LT2	161.125	161.125	88.948	20.121	52.516	510.352
LT2	161.25	161.25	88.836	20.04	52.43	512.912
LT2	161.375	161.375	88.276	19.875	52.343	514.737
LT2	161.5	161.5	87.816	19.798	52.255	514.919
LT2	161.625	161.625	87.696	19.87	52.166	513.219
LT2	161.75	161.75	88.278	20.059	52.079	510.764
LT2	161.875	161.875	89.342	20.355	51.994	508.484
LT2	162	162	89.655	20.794	51.913	506.669
LT2	162.125	162.125	88.693	21.254	51.836	505.512
LT2	162.25	162.25	87.503	21.532	51.764	505.246
LT2	162.375	162.375	87.876	21.438	51.696	505.228
LT2	162.5	162.5	89.413	21.055	51.633	504.659
LT2	162.625	162.625	90.602	20.551	51.574	503.795
LT2	162.75	162.75	90.776	20.23	51.519	502.281
LT2	162.875	162.875	90.178	20.204	51.467	499.885
LT2	163	163	89.043	20.424	51.419	497.767
LT2	163.125	163.125	87.973	20.801	51.374	496.776
LT2	163.25	163.25	87.469	21.22	51.332	496.681
LT2	163.375	163.375	87.396	21.46	51.293	497.738
LT2	163.5	163.5	86.963	21.345	51.256	499.257
LT2	163.625	163.625	86.469	21.026	51.222	500.348
LT2	163.75	163.75	87.408	20.766	51.189	501.055
LT2	163.875	163.875	89.368	20.653	51.158	501.149
LT2	164	164	90.415	20.684	51.128	500.162
LT2	164.125	164.125	89.764	20.981	51.099	498.209
LT2	164.25	164.25	88.773	21.384	51.068	495.91
LT2	164.375	164.375	88.586	21.53	51.035	493.453
LT2	164.5	164.5	88.681	21.134	50.999	490.395
LT2	164.625	164.625	88.507	20.494	50.96	486.723
LT2	164.75	164.75	87.855	19.979	50.92	483.35
LT2	164.875	164.875	86.716	19.72	50.881	481.131
LT2	165	165	85.558	19.579	50.841	479.985
LT2	165.125	165.125	85.414	19.418	50.803	480.804
LT2	165.25	165.25	86.09	19.237	50.765	483.839
LT2	165.375	165.375	86.681	19.161	50.727	487.416
LT2	165.5	165.5	87.13	19.176	50.688	489.944
LT2	165.625	165.625	87.914	19.178	50.647	490.893
LT2	165.75	165.75	88.914	19.215	50.605	490.384
LT2	165.875	165.875	89.667	19.455	50.56	489.719
LT2	166	166	90.406	19.847	50.513	489.339
LT2	166.125	166.125	90.634	20.122	50.462	488.65
LT2	166.25	166.25	89.35	20.019	50.407	487.874
LT2	166.375	166.375	86.926	19.653	50.349	487.124
LT2	166.5	166.5	85.188	19.239	50.288	486.48
LT2	166.625	166.625	85.141	19	50.225	487.115
LT2	166.75	166.75	86.699	18.928	50.16	489.103
LT2	166.875	166.875	88.513	18.869	50.096	491.271
LT2	167	167	89.53	18.856	50.03	492.556
LT2	167.125	167.125	89.616	19.148	49.964	492.524
LT2	167.25	167.25	89.309	19.874	49.897	491.066
LT2	167.375	167.375	88.719	20.699	49.829	489.069
LT2	167.5	167.5	87.304	21.335	49.76	487.362
LT2	167.625	167.625	85.805	21.638	49.693	486.715
LT2	167.75	167.75	85.498	21.676	49.627	487.07
LT2	167.875	167.875	86.703	21.448	49.565	488.032
LT2	168	168	88.074	21.027	49.506	489.097
LT2	168.125	168.125	88.704	20.628	49.45	490.112
LT2	168.25	168.25	88.279	20.476	49.399	491.182
LT2	168.375	168.375	87.513	20.602	49.351	492.244
LT2	168.5	168.5	87.473	20.708	49.308	492.973
LT2	168.625	168.625	88.732	20.467	49.27	493.139
LT2	168.75	168.75	90.472	20.065	49.236	492.916
LT2	168.875	168.875	91.555	19.848	49.207	492.592
LT2	169	169	91.435	20.119	49.181	492.321
LT2	169.125	169.125	90.368	20.703	49.159	492.231
LT2	169.25	169.25	88.964	21.337	49.14	492.76
LT2	169.375	169.375	88.809	21.744	49.124	493.852
LT2	169.5	169.5	90.438	21.79	49.109	494.66
LT2	169.625	169.625	92.064	21.531	49.095	494.866
LT2	169.75	169.75	92.119	21.173	49.081	494.606
LT2	169.875	169.875	91.116	20.786	49.066	494.317
LT2	170	170	90.759	20.386	49.049	494.36
LT2	170.125	170.125	91.248	20.114	49.028	494.491
LT2	170.25	170.25	91.673	20.116	49.004	494.594
LT2	170.375	170.375	91.489	20.362	48.975	495.267
LT2	170.5	170.5	90.613	20.603	48.943	496.599
LT2	170.625	170.625	89.389	20.745	48.907	498.173
LT2	170.75	170.75	88.636	20.875	48.869	499.202
LT2	170.875	170.875	88.425	21.103	48.828	498.925
LT2	171	171	88.567	21.376	48.786	496.711
LT2	171.125	171.125	89.008	21.552	48.74	493.228
LT2	171.25	171.25	89.81	21.576	48.693	490.116
LT2	171.375	171.375	90.74	21.485	48.643	488.7
LT2	171.5	171.5	91.123	21.455	48.591	489.617
LT2	171.625	171.625	90.877	21.582	48.538	491.987
LT2	171.75	171.75	90.748	21.847	48.484	493.878
LT2	171.875	171.875	90.994	22.101	48.43	494.059
LT2	172	172	91.249	22.206	48.376	492.688
LT2	172.125	172.125	90.897	22.168	48.322	490.665
LT2	172.25	172.25	90.097	22.143	48.269	489.02
LT2	172.375	172.375	89.746	22.067	48.218	488.233
LT2	172.5	172.5	90.151	21.776	48.169	488.924
LT2	172.625	172.625	90.721	21.342	48.122	490.817
LT2	172.75	172.75	90.704	21.004	48.078	492.949
LT2	172.875	172.875	90.164	20.958	48.037	494.453
LT2	173	173	89.87	21.077	47.997	495.225
LT2	173.125	173.125	90.789	21.142	47.958	495.289
LT2	173.25	173.25	92.235	20.936	47.921	494.878
LT2	173.375	173.375	93.258	20.499	47.885	494.032
LT2	173.5	173.5	93.468	20.073	47.851	492.861
LT2	173.625	173.625	92.678	19.922	47.818	491.37
LT2	173.75	173.75	90.915	20.151	47.786	489.228
LT2	173.875	173.875	89.118	20.664	47.754	486.63
LT2	174	174	88.263	21.21	47.721	484.459
LT2	174.125	174.125	88.721	21.617	47.687	483.232
LT2	174.25	174.25	89.001	21.691	47.65	483.331
LT2	174.375	174.375	88.731	21.485	47.611	484.715
LT2	174.5	174.5	88.699	21.116	47.571	486.805
LT2	174.625	174.625	89.506	20.767	47.531	488.525
LT2	174.75	174.75	90.92	20.542	47.49	489.532
LT2	174.875	174.875	91.957	20.558	47.449	489.611
LT2	175	175	92.06	20.848	47.406	488.663
LT2	175.125	175.125	91.296	21.207	47.363	487.254
LT2	175.25	175.25	90.619	21.32	47.317	486.383
LT2	175.375	175.375	90.701	21.182	47.269	486.051
LT2	175.5	175.5	91.149	20.963	47.217	486.161
LT2	175.625	175.625	91.162	20.773	47.162	486.934
LT2	175.75	175.75	90.601	20.583	47.103	487.944
LT2	175.875	175.875	90.15	20.414	47.04	488.653
LT2	176	176	90.118	20.35	46.972	489.241
LT2	176.125	176.125	90.325	20.351	46.902	490.12
LT2	176.25	176.25	90.753	20.347	46.829	491.07
LT2	176.375	176.375	91.255	20.303	46.757	491.737
LT2	176.5	176.5	91.76	20.218	46.684	492.421
LT2	176.625	176.625	92.432	20.096	46.612	492.868
LT2	176.75	176.75	93.07	19.932	46.538	492.014
LT2	176.875	176.875	93.423	19.769	46.463	490.027
LT2	177	177	93.454	19.783	46.386	488.186
LT2	177.125	177.125	93.667	19.958	46.306	486.92
LT2	177.25	177.25	94.172	20.18	46.225	486.471
LT2	177.375	177.375	94.425	20.282	46.143	487.361
LT2	177.5	177.5	94.192	20.25	46.061	488.726
LT2	177.625	177.625	93.618	20.209	45.981	489.316
LT2	177.75	177.75	93.173	20.187	45.905	488.723
LT2	177.875	177.875	93.083	20.061	45.833	487.284
LT2	178	178	93.175	19.693	45.766	485.382
LT2	178.125	178.125	93.134	19.185	45.704	483.374
LT2	178.25	178.25	92.573	18.814	45.649	481.364
LT2	178.375	178.375	91.792	18.819	45.602	479.907
LT2	178.5	178.5	91.378	19.098	45.56	479.135
LT2	178.625	178.625	91.864	19.484	45.525	479.074
LT2	178.75	178.75	92.66	19.904	45.497	481.284
LT2	178.875	178.875	93.305	20.351	45.475	486.253
LT2	179	179	93.356	20.702	45.461	491.738
LT2	179.125	179.125	93.303	20.77	45.456	494.193
LT2	179.25	179.25	93.228	20.572	45.46	493.068
LT2	179.375	179.375	92.85	20.256	45.474	488.613
LT2	179.5	179.5	92.291	20.094	45.497	482.094
LT2	179.625	179.625	92.05	20.234	45.526	475.953
LT2	179.75	179.75	92.467	20.66	45.563	473.717
LT2	179.875	179.875	93.274	20.969	45.604	476.168
LT2	180	180	93.566	20.926	45.65	481.516
LT2	180.125	180.125	93.18	20.665	45.7	487.11
LT2	180.25	180.25	92.671	20.543	45.753	491.067
LT2	180.375	180.375	92.498	20.724	45.807	492.464
LT2	180.5	180.5	92.595	21.079	45.863	490.731
LT2	180.625	180.625	93.036	21.284	45.919	486.59
LT2	180.75	180.75	93.508	21.137	45.975	481.642
LT2	180.875	180.875	93.557	20.679	46.029	477.88
LT2	181	181	92.876	20.191	46.08	475.717
LT2	181.125	181.125	91.697	19.954	46.128	475.311
LT2	181.25	181.25	90.858	20.046	46.171	475.785
LT2	181.375	181.375	90.627	20.414	46.21	477.102
LT2	181.5	181.5	91.088	20.843	46.242	481.045
LT2	181.625	181.625	92.359	21.101	46.267	485.243
LT2	181.75	181.75	94.237	21.192	46.282	486.535
LT2	181.875	181.875	96.013	21.242	46.286	485.709
LT2	182	182	96.721	21.279	46.279	483.701
LT2	182.125	182.125	95.469	21.147	46.258	479.713
LT2	182.25	182.25	93.774	20.797	46.222	477.419
LT2	182.375	182.375	93.052	20.413	46.172	479.094
LT2	182.5	182.5	93.556	20.153	46.105	482.41
LT2	182.625	182.625	94.631	20.052	46.023	484.775
LT2	182.75	182.75	95.802	20.075	45.927	485.622
LT2	182.875	182.875	96.085	20.155	45.815	483.932
LT2	183	183	95.089	20.22	45.69	481.042
LT2	183.125	183.125	93.27	20.226	45.552	478.963
LT2	183.25	183.25	91.931	20.205	45.402	473.668
LT2	183.375	183.375	91.524	20.229	45.242	463.056
LT2	183.5	183.5	91.839	20.317	45.072	454.659
LT2	183.625	183.625	92.296	20.419	44.894	451.923
LT2	183.75	183.75	92.487	20.501	44.708	445.734
LT2	183.875	183.875	92.619	20.552	44.516	436.992
LT2	184	184	93.246	20.632	44.319	433.1
LT2	184.125	184.125	93.81	20.77	44.121	432.634
LT2	184.25	184.25	93.358	20.84	43.926	435.176
LT2	184.375	184.375	92.169	20.808	43.738	446.064
LT2	184.5	184.5	91.163	20.697	43.56	464.392
LT2	184.625	184.625	90.572	20.516	43.395	481.935
LT2	184.75	184.75	90.229	20.36	43.245	490.369
LT2	184.875	184.875	90.829	20.29	43.111	490.789
LT2	185	185	92.511	20.247	42.995	486.766
LT2	185.125	185.125	94.339	20.115	42.895	477.133
LT2	185.25	185.25	95.327	19.898	42.811	461.801
LT2	185.375	185.375	95.341	19.856	42.743	447.935
LT2	185.5	185.5	94.876	20.057	42.689	440.448
LT2	185.625	185.625	94.233	20.355	42.648	440.601
LT2	185.75	185.75	93.573	20.504	42.618	448.626
LT2	185.875	185.875	93.079	20.453	42.6	462.136
LT2	186	186	92.791	20.335	42.592	474.631
LT2	186.125	186.125	92.443	20.356	42.593	480.466
LT2	186.25	186.25	91.939	20.563	42.604	480.569
LT2	186.375	186.375	91.236	20.815	42.622	479.375
LT2	186.5	186.5	90.316	20.879	42.645	479.2
LT2	186.625	186.625	89.398	20.761	42.671	480.166
LT2	186.75	186.75	88.966	20.675	42.695	482.039
LT2	186.875	186.875	89.362	20.693	42.716	483.142
LT2	187	187	90.532	20.635	42.73	482.482
LT2	187.125	187.125	91.799	20.329	42.734	480.864
LT2	187.25	187.25	92.463	19.932	42.725	478.616
LT2	187.375	187.375	92.287	19.662	42.702	476.586
LT2	187.5	187.5	92.055	19.561	42.662	476.157
LT2	187.625	187.625	92.107	19.553	42.607	476.73
LT2	187.75	187.75	90.834	19.604	42.534	477.171
LT2	187.875	187.875	88.201	19.719	42.445	477.109
LT2	188	188	86.324	19.975	42.341	476.623
LT2	188.125	188.125	86.725	20.449	42.219	477.103
LT2	188.25	188.25	88.167	20.862	42.082	478.373
LT2	188.375	188.375	88.703	20.951	41.928	478.451
LT2	188.5	188.5	88.831	20.93	41.754	477.077
LT2	188.625	188.625	89.378	21.13	41.564	475.778
LT2	188.75	188.75	89.567	21.542	41.356	474.826
LT2	188.875	188.875	88.598	21.872	41.131	474.745
LT2	189	189	86.492	21.996	40.893	476.738
LT2	189.125	189.125	85.261	22.017	40.643	479.29
LT2	189.25	189.25	85.964	21.968	40.384	478.88
LT2	189.375	189.375	87.666	21.753	40.119	476.694
LT2	189.5	189.5	88.672	21.374	39.852	474.886
LT2	189.625	189.625	88.664	21.009	39.587	471.906
LT2	189.75	189.75	88.089	20.86	39.326	468.364
LT2	189.875	189.875	87.48	20.936	39.073	467.352
LT2	190	190	87.114	20.971	38.831	467.71
LT2	190.125	190.125	87.48	20.892	38.6	467.21
LT2	190.25	190.25	87.862	20.782	38.384	465.837
LT2	190.375	190.375	87.372	20.67	38.183	462.332
LT2	190.5	190.5	86.143	20.569	37.999	454.128
LT2	190.625	190.625	85.117	20.554	37.833	442.671
LT2	190.75	190.75	84.789	20.71	37.685	429.146
LT2	190.875	190.875	85.307	20.964	37.557	413.138
LT2	191	191	86.593	21.037	37.448	404.571
LT2	191.125	191.125	88.308	20.783	37.357	408.481
LT2	191.25	191.25	89.728	20.185	37.282	417.412
LT2	191.375	191.375	90.785	19.5	37.219	429.056
LT2	191.5	191.5	90.921	19.034	37.165	444.792
LT2	191.625	191.625	89.477	19.064	37.116	455.152
LT2	191.75	191.75	86.832	19.504	37.068	459.728
LT2	191.875	191.875	84.432	20.122	37.02	466.603
LT2	192	192	83.34	20.55	36.968	468.697
LT2	192.125	192.125	83.225	20.685	36.911	459.226
LT2	192.25	192.25	83.115	20.638	36.847	446.71
LT2	192.375	192.375	83.212	20.585	36.771	439.266
LT2	192.5	192.5	83.893	20.54	36.679	433.612
LT2	192.625	192.625	85.314	20.38	36.563	435.545
LT2	192.75	192.75	86.85	20.055	36.422	449.751
LT2	192.875	192.875	87.278	19.707	36.249	466.326
LT2	193	193	86.912	19.482	36.038	473.678
LT2	193.125	193.125	86.645	19.35	35.787	476.101
LT2	193.25	193.25	87.125	19.258	35.491	477.227
LT2	193.375	193.375	87.676	19.26	35.143	476.558
LT2	193.5	193.5	87.417	19.455	34.744	475.373
LT2	193.625	193.625	86.31	19.912	34.285	475.95
LT2	193.75	193.75	85.163	20.442	33.765	477.4
LT2	193.875	193.875	84.803	20.84	33.181	478.78
LT2	194	194	85.702	20.939	32.526	481.673
LT2	194.125	194.125	86.864	20.817	31.806	485.447
LT2	194.25	194.25	86.977	20.634	31.03	487.709
LT2	194.375	194.375	86.523	20.499	30.209	489.636
LT2	194.5	194.5	86.533	20.377	29.369	492.784
LT2	194.625	194.625	86.976	20.257	28.534	495.399
LT2	194.75	194.75	87.039	20.133	27.732	496.389
LT2	194.875	194.875	86.719	20.024	26.977	496.917
LT2	195	195	86.644	19.846	26.287	497.656
LT2	195.125	195.125	86.845	19.572	25.673	498.034
LT2	195.25	195.25	86.495	19.405	25.137	497.328
LT2	195.375	195.375	85.529	19.539	24.695	495.944
LT2	195.5	195.5	84.735	19.891	24.351	493.886
LT2	195.625	195.625	84.664	20.204	24.109	491.378
LT2	195.75	195.75	85.172	20.19	23.994	489.876
LT2	195.875	195.875	85.382	19.918	24.003	488.383
LT2	196	196	84.573	19.635	24.146	486.057
LT2	196.125	196.125	83.262	19.579	24.456	484.388
LT2	196.25	196.25	82.462	19.76	24.927	483.056
LT2	196.375	196.375	83.054	20.056	25.575	481.658
LT2	196.5	196.5	84.478	20.262	26.407	482.029
LT2	196.625	196.625	85.679	20.266	27.391	485.162
LT2	196.75	196.75	85.847	19.979	28.507	489.867
LT2	196.875	196.875	85.649	19.485	29.704	492.13
LT2	197	197	85.888	18.992	30.936	491.294
LT2	197.125	197.125	86.359	18.692	32.163	490.327
LT2	197.25	197.25	86.11	18.642	33.356	490.078
LT2	197.375	197.375	85.333	18.716	34.503	488.657
LT2	197.5	197.5	85.833	18.688	35.589	484.395
LT2	197.625	197.625	87.904	18.488	36.616	476.835
LT2	197.75	197.75	90.073	18.245	37.581	467.773
LT2	197.875	197.875	90.379	18.246	38.471	461.498
LT2	198	198	88.871	18.512	39.29	459.376
LT2	198.125	198.125	87.369	18.87	40.024	462.794
LT2	198.25	198.25	86.656	19.103	40.664	470.377
LT2	198.375	198.375	86.526	19.273	41.209	476.875
LT2	198.5	198.5	86.601	19.626	41.646	478.528
LT2	198.625	198.625	86.491	20.161	41.972	476.709
LT2	198.75	198.75	86.38	20.633	42.193	474.572
LT2	198.875	198.875	86.677	20.805	42.303	474.629
LT2	199	199	87.58	20.737	42.324	476.465
LT2	199.125	199.125	89.048	20.585	42.272	481.141
LT2	199.25	199.25	90	20.379	42.167	489.121
LT2	199.375	199.375	90.298	20.083	42.035	496.844
LT2	199.5	199.5	90.556	19.836	41.893	503.132
LT2	199.625	199.625	90.735	19.903	41.752	506.679
LT2	199.75	199.75	90.763	20.257	41.617	505.189
LT2	199.875	199.875	90.947	20.685	41.49	499.365
LT2	200	200	91.495	21.01	41.37	492.535
LT2	200.125	200.125	92.453	21.225	41.257	486.073
LT2	200.25	200.25	93.28	21.356	41.153	481.526
LT2	200.375	200.375	93.337	21.349	41.06	479.632
LT2	200.5	200.5	92.109	21.118	40.98	479.761
LT2	200.625	200.625	89.776	20.551	40.917	480.739
LT2	200.75	200.75	87.583	19.771	40.87	480.522
LT2	200.875	200.875	87.146	19.024	40.836	478.77
LT2	201	201	87.928	18.573	40.809	477.677
LT2	201.125	201.125	88.321	18.382	40.782	478.228
LT2	201.25	201.25	87.125	18.42	40.748	479.901
LT2	201.375	201.375	85.558	18.73	40.703	483.078
LT2	201.5	201.5	85.108	19.344	40.645	487.508
LT2	201.625	201.625	86.339	20.066	40.574	491.437
LT2	201.75	201.75	88.293	20.576	40.489	493.152
LT2	201.875	201.875	89.873	20.744	40.391	492.479
LT2	202	202	90.119	20.517	40.278	490.034
LT2	202.125	202.125	89.45	20.008	40.152	487.031
LT2	202.25	202.25	89.008	19.313	40.011	483.663
LT2	202.375	202.375	88.901	18.667	39.851	480.863
LT2	202.5	202.5	88.471	18.304	39.673	479.943
LT2	202.625	202.625	87.591	18.238	39.473	481.393
LT2	202.75	202.75	87.133	18.395	39.245	483.854
LT2	202.875	202.875	87.577	18.692	38.987	485.754
LT2	203	203	88.813	19.011	38.69	487.466
LT2	203.125	203.125	89.956	19.113	38.352	487.993
LT2	203.25	203.25	90.101	18.939	37.979	485.275
LT2	203.375	203.375	88.718	18.628	37.58	481.354
LT2	203.5	203.5	87.064	18.342	37.175	479.792
LT2	203.625	203.625	86.795	18.053	36.784	478.802
LT2	203.75	203.75	88.135	17.764	36.424	477.064
LT2	203.875	203.875	89.322	17.589	36.101	475.481
LT2	204	204	88.331	17.506	35.821	472.509
LT2	204.125	204.125	85.743	17.338	35.591	468.346
LT2	204.25	204.25	83.666	17.112	35.409	466.531
LT2	204.375	204.375	84.235	17.03	35.281	467.842
LT2	204.5	204.5	86.392	17.178	35.212	471.95
LT2	204.625	204.625	88.51	17.417	35.201	477.795
LT2	204.75	204.75	89.446	17.674	35.257	482.633
LT2	204.875	204.875	89.416	17.923	35.384	485.538
LT2	205	205	88.601	18.104	35.583	487.961
LT2	205.125	205.125	87.092	18.132	35.872	489.118
LT2	205.25	205.25	85.426	18.045	36.258	489.175
LT2	205.375	205.375	84.277	17.881	36.748	489.839
LT2	205.5	205.5	83.645	17.653	37.37	491.77
LT2	205.625	205.625	83.226	17.449	38.101	492.402
LT2	205.75	205.75	82.989	17.339	38.928	487.363
LT2	205.875	205.875	83.149	17.283	39.82	473.285
LT2	206	206	82.973	17.235	40.737	455.089
LT2	206.125	206.125	80.973	17.26	41.652	440.719
LT2	206.25	206.25	77.694	17.485	42.548	436.635
LT2	206.375	206.375	74.782	17.951	43.418	442.465
LT2	206.5	206.5	73.53	18.569	44.253	456.197
LT2	206.625	206.625	73.676	19.077	45.052	470.395
LT2	206.75	206.75	74.558	19.372	45.813	477.456
LT2	206.875	206.875	75.9	19.514	46.529	475.183
LT2	207	207	77.506	19.664	47.201	470.529
LT2	207.125	207.125	78.664	19.819	47.828	465.477
LT2	207.25	207.25	78.82	19.849	48.4	460.789
LT2	207.375	207.375	78.427	19.651	48.918	458.211
LT2	207.5	207.5	78.557	19.222	49.373	457.833
LT2	207.625	207.625	79.602	18.684	49.748	460.627
LT2	207.75	207.75	80.973	18.231	50.039	466.155
LT2	207.875	207.875	82.193	18.054	50.234	472.229
LT2	208	208	83.606	18.221	50.335	478.499
LT2	208.125	208.125	84.928	18.733	50.359	484.065
LT2	208.25	208.25	85.077	19.484	50.317	484.436
LT2	208.375	208.375	83.906	20.097	50.234	478.856
LT2	208.5	208.5	82.057	20.33	50.122	470.323
LT2	208.625	208.625	80.117	20.085	49.99	463.384
LT2	208.75	208.75	78.268	19.587	49.845	460.15
LT2	208.875	208.875	77.36	18.994	49.69	459.914
LT2	209	209	77.986	18.416	49.526	462.065
LT2	209.125	209.125	79.718	18.059	49.355	466.17
LT2	209.25	209.25	81.796	18.165	49.179	469.191
LT2	209.375	209.375	83.741	18.797	48.997	469.164
LT2	209.5	209.5	85.32	19.672	48.809	469.753
LT2	209.625	209.625	85.596	20.409	48.617	473.423
LT2	209.75	209.75	84.72	20.812	48.425	477.169
LT2	209.875	209.875	84.369	21.029	48.238	478.665
LT2	210	210	85.908	21.281	48.065	476.114
LT2	210.125	210.125	88.48	21.546	47.909	467.547
LT2	210.25	210.25	89.669	21.659	47.773	456.289
LT2	210.375	210.375	88.2	21.678	47.658	450.864
LT2	210.5	210.5	85.673	21.851	47.559	450.873
LT2	210.625	210.625	84.954	22.241	47.477	454.829
LT2	210.75	210.75	86.206	22.637	47.41	465.537
LT2	210.875	210.875	87.802	22.899	47.357	478.234
LT2	211	211	88.296	23.082	47.317	484.886
LT2	211.125	211.125	88.405	23.261	47.286	487.515
LT2	211.25	211.25	88.717	23.361	47.26	490.838
LT2	211.375	211.375	89.326	23.32	47.238	492.71
LT2	211.5	211.5	89.96	23.177	47.216	490.255
LT2	211.625	211.625	90.197	23.022	47.195	485.948
LT2	211.75	211.75	90.148	22.956	47.173	481.939
LT2	211.875	211.875	90.577	22.991	47.151	476.951
LT2	212	212	91.527	23.085	47.129	472.903
LT2	212.125	212.125	91.797	23.153	47.104	473.958
LT2	212.25	212.25	90.626	23.129	47.073	477.241
LT2	212.375	212.375	89.281	22.981	47.032	479.095
LT2	212.5	212.5	89.392	22.699	46.976	479.483
LT2	212.625	212.625	90.4	22.338	46.905	477.774
LT2	212.75	212.75	90.358	21.995	46.818	472.226
LT2	212.875	212.875	89.039	21.762	46.714	466.603
LT2	213	213	87.735	21.594	46.594	464.882
LT2	213.125	213.125	88.127	21.53	46.455	468.149
LT2	213.25	213.25	89.904	21.633	46.3	476.046
LT2	213.375	213.375	91.582	21.898	46.129	486.57
LT2	213.5	213.5	92.205	22.09	45.946	493.021
LT2	213.625	213.625	91.881	21.905	45.755	493.297
LT2	213.75	213.75	91.402	21.347	45.559	489.238
LT2	213.875	213.875	91.605	20.792	45.359	482.294
LT2	214	214	92.273	20.565	45.158	475.12
LT2	214.125	214.125	92.804	20.801	44.957	471.589
LT2	214.25	214.25	92.788	21.323	44.758	472.983
LT2	214.375	214.375	92.367	21.882	44.56	476.809
LT2	214.5	214.5	92.295	22.234	44.366	481.627
LT2	214.625	214.625	92.432	22.3	44.178	486.129
LT2	214.75	214.75	91.832	22.187	43.999	486.886
LT2	214.875	214.875	90.214	21.914	43.834	480.666
LT2	215	215	88.513	21.443	43.685	471.448
LT2	215.125	215.125	87.9	20.897	43.557	461.247
LT2	215.25	215.25	87.793	20.576	43.454	452.454
LT2	215.375	215.375	87.758	20.637	43.376	448.747
LT2	215.5	215.5	88.281	20.955	43.324	450.023
LT2	215.625	215.625	89.206	21.21	43.301	452.63
LT2	215.75	215.75	89.538	21.267	43.301	455.963
LT2	215.875	215.875	88.626	21.248	43.325	459.28
LT2	216	216	87.609	21.441	43.37	461.591
LT2	216.125	216.125	87.613	21.86	43.434	463.856
LT2	216.25	216.25	88.644	22.251	43.518	466.169
LT2	216.375	216.375	90.029	22.481	43.618	466.935
LT2	216.5	216.5	91.169	22.599	43.732	466.162
LT2	216.625	216.625	91.617	22.563	43.86	464.636
LT2	216.75	216.75	91.622	22.323	44	463.311
LT2	216.875	216.875	91.393	21.998	44.15	463.054
LT2	217	217	90.964	21.82	44.307	463.95
LT2	217.125	217.125	90.086	21.719	44.468	464.893
LT2	217.25	217.25	89.359	21.543	44.631	465.933
LT2	217.375	217.375	89.737	21.514	44.789	467.994
LT2	217.5	217.5	91.317	21.967	44.941	470.769
LT2	217.625	217.625	92.728	22.99	45.084	473.324
LT2	217.75	217.75	92.893	24.089	45.216	476.344
LT2	217.875	217.875	91.652	24.809	45.337	480.346
LT2	218	218	90.03	24.821	45.446	482.831
LT2	218.125	218.125	88.696	24.209	45.542	483.288
LT2	218.25	218.25	87.702	23.192	45.626	483.935
LT2	218.375	218.375	87.173	22.24	45.696	483.878
LT2	218.5	218.5	87.698	21.79	45.752	481.596
LT2	218.625	218.625	89.55	22.159	45.794	479.6
LT2	218.75	218.75	91.728	23.231	45.824	479.831
LT2	218.875	218.875	93.035	24.306	45.841	480.455
LT2	219	219	92.955	24.755	45.847	481.256
LT2	219.125	219.125	91.773	24.549	45.841	482.079
LT2	219.25	219.25	90.084	24.134	45.824	480.749
LT2	219.375	219.375	89.268	23.905	45.795	476.556
LT2	219.5	219.5	89.69	23.916	45.754	471.109
LT2	219.625	219.625	90.381	24.078	45.704	465.327
LT2	219.75	219.75	90.127	24.174	45.643	461.943
LT2	219.875	219.875	89.297	24.01	45.576	461.853
LT2	220	220	89.123	23.702	45.502	463.856
LT2	220.125	220.125	89.592	23.609	45.423	467.494
LT2	220.25	220.25	90.006	23.904	45.339	471.261
LT2	220.375	220.375	89.481	24.52	45.251	472.064
LT2	220.5	220.5	88.388	25.173	45.162	469.36
LT2	220.625	220.625	87.215	25.62	45.072	465.373
LT2	220.75	220.75	86.438	25.698	44.985	461.908
LT2	220.875	220.875	85.883	25.46	44.899	460.697
LT2	221	221	85.452	25.111	44.816	462
LT2	221.125	221.125	85.577	24.825	44.734	464.711
LT2	221.25	221.25	86.009	24.62	44.654	467.724
LT2	221.375	221.375	86.101	24.448	44.574	469.738
LT2	221.5	221.5	86.096	24.4	44.496	469.273
LT2	221.625	221.625	86.444	24.578	44.421	467.833
LT2	221.75	221.75	87.058	25.05	44.348	466.614
LT2	221.875	221.875	87.085	25.599	44.278	465.077
LT2	222	222	86.37	25.822	44.211	462.7
LT2	222.125	222.125	85.744	25.411	44.145	459.95
LT2	222.25	222.25	85.758	24.62	44.079	457.567
LT2	222.375	222.375	86.046	24.098	44.012	455.864
LT2	222.5	222.5	85.863	24.433	43.944	455.363
LT2	222.625	222.625	85.231	25.415	43.875	455.645
LT2	222.75	222.75	84.688	26.495	43.803	456.351
LT2	222.875	222.875	84.758	27.077	43.726	458.451
LT2	223	223	85.17	27.107	43.643	461.894
LT2	223.125	223.125	85.276	26.847	43.551	466.353
LT2	223.25	223.25	84.828	26.635	43.447	471.25
